//:csv
//:header
@outofarea,0,-70
*custom,mission,NowSGlen,=,3
//:/header
*skybox,sky-w1;
*sound,bgmz;
w1/block2,54,64=0
moves/right,56,64=1
moves/up,120,64=2
w1/block2,54,62=3
w1/block2,54,60=4
w1/block2,2,58=5
w1/block2,4,58=6
w1/block2,6,58=7
w1/block2,8,58=8
w1/block2,10,58=9
w1/block2,12,58=10
w1/block2,14,58=11
w1/block2,16,58=12
w1/block2,18,58=13
w1/block2,20,58=14
w1/block2,22,58=15
w1/block2,24,58=16
w1/block2,26,58=17
w1/block2,28,58=18
w1/block2,30,58=19
w1/block2,32,58=20
w1/block2,34,58=21
w1/block2,36,58=22
w1/block2,38,58=23
w1/block2,40,58=24
w1/block2,42,58=25
w1/block2,44,58=26
w1/block2,46,58=27
w1/block2,48,58=28
w1/block2,50,58=29
w1/block2,52,58=30
w1/block2,54,58=31
w1/block2,58,58=32
w1/block2,60,58=33
w1/block2,62,58=34
supergrape,6,56=35
*custom,supergrape,35,1
w1/block2,60,56=36
w1/block2,62,56=37
w1/block2,62,54=38
switchblock/brown_sw,46,52=39
w1/block2,48,52=40
w1/block2,50,52=41
w1/block2,52,52=42
w1/block2,54,52=43
w1/block2,56,52=44
switchblock/brown,58,52=45
switchblock/brown,60,52=46
w1/block2,62,52=47
w1/block2,0,50=48
w1/block2,2,50=49
w1/block2,4,50=50
w1/block2,6,50=51
w1/block2,8,50=52
w1/block2,10,50=53
w1/block2,12,50=54
w1/block2,14,50=55
w1/block2,16,50=56
w1/block2,18,50=57
w1/block2,20,50=58
w1/block2,22,50=59
w1/block2,24,50=60
w1/block2,26,50=61
w1/block2,28,50=62
w1/block2,30,50=63
w1/block2,32,50=64
w1/block2,34,50=65
w1/block2,36,50=66
w1/block2,38,50=67
w1/block2,40,50=68
w1/block2,42,50=69
w1/block2,44,50=70
w1/block2,46,50=71
w1/block2,48,50=72
toge,50,50=73
toge,52,50=74
toge,54,50=75
w1/block2,0,48=76
w1/block2,2,48=77
toge,4,48=78
toge,6,48=79
toge,8,48=80
toge,10,48=81
toge,12,48=82
toge,14,48=83
toge,16,48=84
toge,18,48=85
toge,20,48=86
toge,22,48=87
toge,24,48=88
toge,26,48=89
toge,28,48=90
w1/block2,30,48=91
bomblock,52,48=92
bomblock,62,48=93
switchblock/pink_off,70,48=94
w1/block2,0,46=95
moves/right,4,46=96
switchblock/pink_off,30,46=97
moves/right,92,46=98
w1/block2,0,44=99
switchblock/pink_off,4,44=100
switchblock/pink_off,6,44=101
switchblock/pink_off,8,44=102
switchblock/pink_off,10,44=103
switchblock/pink_off,12,44=104
switchblock/pink_off,14,44=105
switchblock/pink_off,16,44=106
switchblock/pink_off,18,44=107
switchblock/pink_off,20,44=108
switchblock/pink_off,22,44=109
switchblock/pink_off,24,44=110
switchblock/pink_off,26,44=111
switchblock/pink_off,28,44=112
switchblock/pink_off,30,44=113
bomblock,54,44=114
bomblock,66,44=115
switchblock/pink_off,72,44=116
w1/block2,90,44=117
w1/block2,122,44=118
w1/block2,124,44=119
w1/block2,126,44=120
moves/up,128,44=121
w1/block2,0,42=122
bomblock,60,42=123
w1/block2,0,40=124
bomblock,48,40=125
switchblock/pink_off,74,40=126
supergrape,124,40=127
*custom,supergrape,127,3
w1/block2,0,38=128
w1/block2,6,38=129
w1/block2,8,38=130
w1/block2,10,38=131
w1/block2,12,38=132
w1/block2,14,38=133
w1/block2,16,38=134
w1/block2,18,38=135
w1/block2,20,38=136
w1/block2,22,38=137
w1/block2,24,38=138
w1/block2,26,38=139
w1/block2,28,38=140
w1/block2,30,38=141
w1/block2,32,38=142
w1/block2,34,38=143
w1/block2,36,38=144
w1/block2,38,38=145
w1/block2,40,38=146
w1/block2,42,38=147
w1/block2,44,38=148
w1/block2,46,38=149
w1/say,90,38=150
*custom,sayblock,150,いいですねー
w1/block2,0,36=151
moves/down,2,36=152
toge,6,36=153
toge,8,36=154
toge,10,36=155
toge,12,36=156
toge,14,36=157
toge,16,36=158
toge,18,36=159
toge,20,36=160
toge,22,36=161
toge,24,36=162
toge,26,36=163
toge,28,36=164
toge,30,36=165
toge,32,36=166
toge,34,36=167
toge,36,36=168
toge,38,36=169
w1/block2,40,36=170
w1/block2,42,36=171
w1/block2,44,36=172
w1/block2,46,36=173
bomblock,54,36=174
switchblock/pink_off,76,36=175
w1/block2,0,34=176
moves/left,18,34=177
moves/left,38,34=178
w1/block2,40,34=179
w1/block2,42,34=180
w1/block2,44,34=181
w1/block2,46,34=182
w1/block2,0,32=183
sunsun,20,32=184
w1/block2,46,32=185
bomblock,48,32=186
switchblock/pink_off,78,32=187
w1/block2,0,30=188
w1/block2,46,30=189
w1/block2,0,28=190
w1/say,40,28=191
*custom,sayblock,191,紫のブロックに乗ると、その方向に動きます。
bomblock,42,28=192
bomblock,44,28=193
w1/block2,46,28=194
bomblock,54,28=195
switchblock/pink_off,80,28=196
w1/block2,0,26=197
switchblock/pink,2,26=198
switchblock/pink,4,26=199
w1/block2,6,26=200
w1/block2,8,26=201
w1/block2,10,26=202
w1/block2,12,26=203
w1/block2,14,26=204
w1/block2,16,26=205
w1/block2,18,26=206
w1/block2,20,26=207
w1/block2,22,26=208
w1/block2,24,26=209
w1/block2,26,26=210
w1/block2,28,26=211
w1/block2,30,26=212
w1/block2,32,26=213
w1/block2,34,26=214
w1/block2,36,26=215
w1/block2,38,26=216
w1/block2,40,26=217
bomblock,42,26=218
bomblock,44,26=219
w1/block2,46,26=220
w1/block2,0,24=221
tikared,14,24=222
tikagreen,18,24=223
tikared,22,24=224
tikagreen,26,24=225
tikared,30,24=226
tikared,34,24=227
tikagreen,38,24=228
bomblock,42,24=229
bomblock,44,24=230
w1/block2,46,24=231
bomblock,56,24=232
switchblock/pink_off,82,24=233
w1/block2,0,22=234
tikared,14,22=235
tikagreen,18,22=236
tikared,22,22=237
tikagreen,26,22=238
tikared,30,22=239
tikared,34,22=240
tikagreen,38,22=241
bomblock,42,22=242
bomblock,44,22=243
w1/block2,46,22=244
w1/block2,0,20=245
w1/say,12,20=246
*custom,sayblock,246,赤と緑のブロックは、交互についたり消えたりします。
w1/block2,14,20=247
w1/block2,16,20=248
w1/block2,18,20=249
w1/block2,20,20=250
w1/block2,22,20=251
w1/block2,24,20=252
w1/block2,26,20=253
w1/block2,28,20=254
w1/block2,30,20=255
w1/block2,32,20=256
w1/block2,34,20=257
w1/block2,36,20=258
w1/block2,38,20=259
w1/block2,40,20=260
w1/block2,42,20=261
w1/block2,44,20=262
w1/block2,46,20=263
w1/block2,48,20=264
bomblock,58,20=265
switchblock/pink_off,84,20=266
moves/right,130,20=267
w1/block2,0,18=268
w1/block2,8,18=269
w1/block2,10,18=270
w1/block2,12,18=271
w1/block2,14,18=272
toge,16,18=273
toge,18,18=274
toge,20,18=275
toge,22,18=276
toge,24,18=277
toge,26,18=278
toge,28,18=279
toge,30,18=280
toge,32,18=281
toge,34,18=282
w1/block2,36,18=283
w1/block2,38,18=284
bomblock,60,18=285
w1/block2,126,18=286
w1/block2,144,18=287
w1/block2,146,18=288
w1/block2,148,18=289
w1/block2,150,18=290
w1/block2,152,18=291
w1/block2,0,16=292
w1/block2,8,16=293
toge,10,16=294
toge,12,16=295
toge,14,16=296
bomblock,16,16=297
switchblock/pink_off,18,16=298
switchblock/pink_off,20,16=299
bomblock,22,16=300
switchblock/pink_off,24,16=301
switchblock/pink_off,26,16=302
bomblock,28,16=303
switchblock/pink_off,30,16=304
switchblock/pink_off,32,16=305
bomblock,34,16=306
w1/block2,36,16=307
w1/block2,38,16=308
bomblock,52,16=309
switchblock/pink_off,86,16=310
w1/block2,126,16=311
w1/block2,0,14=312
bomblock,2,14=313
bomblock,4,14=314
