//:csv
//:header
@halstar,4,4
@camera,0,4.5,-10
*skybox,sky-w1
@outofarea,11,-23
@goalobj,24,4.86
toride,28,4
*custom,mission,Jump,<,40
//:/header
w1/block2,0,0=0
w1/block2,2,0=1
w1/block2,4,0=2
w1/block2,6,0=3
w1/block2,8,0=4
w1/block2,10,0=5
w1/block2,12,0=6
w1/block2,14,0=7
w1/block2,16,0=8
w1/block2,18,0=9
w1/block2,20,0=10
w1/block2,22,0=11
w1/block2,24,0=12
w1/block2,26,0=13
w1/block2,28,0=14
w1/block2,30,0=15
w1/block2,0,-2=16
w1/block2,0,-4=17
w1/block2,0,-6=18
w1/block2,0,-8=19
w1/block2,0,-10=20
